,PhaA,PhaC,PhaE,PhaG,PhaD,PrpE,PhaF,FabG,PhaP,PhaZ,PhaB,PhaR,Pcs,maoC,PhaC2,PhaI,PhaQ,HadA,PhaJ,Cat2,PduP,Pct,sum,Biosample_UID,Bioproject_UID,Biosample_keywords,Organism,Number CDS,Assembly UID,phylum,class,order,family,genus,species,lineage,Genome_accesion,Amphora_total_markers,Amphora_markers,Amphora_unique_markers,FTPlink,Assembly_accession,N50,CheckM_completeness,CheckM_contamination
1851018623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12878185,224116,['coast'],Aliiroseovarius sp. xm-d-517,2933,7240621,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,Aliiroseovarius sp. xm-d-517,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 31989: 'Rhodobacteraceae', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 1658781: 'Aliiroseovarius', 2623558: 'unclassified Aliiroseovarius', 2651825: 'Aliiroseovarius sp. xm-d-517'}",NZ_WBXT01000001.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/283/135/GCF_013283135.1_ASM1328313v1,GCF_013283135.1_ASM1328313v1,3177654.0,99.7,0.4
1843657250,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,14832921,224116,"['seawater', 'sea']",Bacillus cereus,5178,7143221,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,"{1: 'root', 2: 'Bacteria', 1239: 'Firmicutes', 1385: 'Bacillales', 1386: 'Bacillus', 1396: 'Bacillus cereus', 86661: 'Bacillus cereus group', 91061: 'Bacilli', 131567: 'cellular organisms', 186817: 'Bacillaceae', 1783272: 'Terrabacteria group'}",NZ_CP053289.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/112/375/GCF_013112375.1_ASM1311237v1,GCF_013112375.1_ASM1311237v1,5328644.0,99.07,0.31
1569286833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9789051,224116,"['seawater', 'sea']",Thalassospira indica,4224,1875681,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Thalassospira indica,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 168934: 'Thalassospira', 204441: 'Rhodospirillales', 1891279: 'Thalassospira indica', 2844866: 'Thalassospiraceae'}",NZ_CP031555.1,32,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/095/GCF_003403095.1_ASM340309v1,GCF_003403095.1_ASM340309v1,4701725.0,100.0,0.0
1679410995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11584703,224116,['marine'],Roseovarius arcticus,3791,3336101,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius arcticus,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 74030: 'Roseovarius', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 2547404: 'Roseovarius arcticus', 2854170: 'Roseobacteraceae'}",NZ_SZZN01000001.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/125/015/GCF_006125015.1_ASM612501v1,GCF_006125015.1_ASM612501v1,4101874.0,99.15,1.28
2048725619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12839051,224116,"['sea', 'seashore']",Erythrobacter sp. 3-20A1M,2870,10176401,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. 3-20A1M,"{1: 'root', 2: 'Bacteria', 1041: 'Erythrobacter', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 204457: 'Sphingomonadales', 335929: 'Erythrobacteraceae', 2633097: 'unclassified Erythrobacter', 2653850: 'Erythrobacter sp. 3-20A1M', 2800788: 'Erythrobacter/Porphyrobacter group'}",NZ_CP045200.1,32,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/636/735/GCF_018636735.1_ASM1863673v1,GCF_018636735.1_ASM1863673v1,3116220.0,98.79,0.54
2047404021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12839051,574062,"['sea', 'seashore']",Erythrobacter sp. 3-20A1M,2830,10176401,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. 3-20A1M,"{1: 'root', 2: 'Bacteria', 1041: 'Erythrobacter', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 204457: 'Sphingomonadales', 335929: 'Erythrobacteraceae', 2633097: 'unclassified Erythrobacter', 2653850: 'Erythrobacter sp. 3-20A1M', 2800788: 'Erythrobacter/Porphyrobacter group'}",CP045200.1,32,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/636/735/GCF_018636735.1_ASM1863673v1,GCF_018636735.1_ASM1863673v1,3116220.0,98.79,0.54
1897685199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15817294,224116,['marine'],Novosphingopyxis iocasae,2957,7964841,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingopyxis,Novosphingopyxis iocasae,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 41297: 'Sphingomonadaceae', 131567: 'cellular organisms', 204457: 'Sphingomonadales', 2709686: 'Novosphingopyxis', 2762729: 'Novosphingopyxis iocasae'}",NZ_CP060495.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/334/095/GCF_014334095.1_ASM1433409v1,GCF_014334095.1_ASM1433409v1,3191507.0,99.48,0.56
2035904275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18957917,224116,['marine'],Pseudovibrio brasiliensis,4270,10003021,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pseudovibrio,Pseudovibrio brasiliensis,"{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 258255: 'Pseudovibrio', 1898042: 'Pseudovibrio brasiliensis', 2821832: 'Stappiaceae'}",NZ_CP074126.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/282/095/GCF_018282095.1_ASM1828209v1,GCF_018282095.1_ASM1828209v1,3018290.0,100.0,0.0
2032556014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18957917,726738,['marine'],Pseudovibrio brasiliensis,4275,10003021,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pseudovibrio,Pseudovibrio brasiliensis,"{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 258255: 'Pseudovibrio', 1898042: 'Pseudovibrio brasiliensis', 2821832: 'Stappiaceae'}",CP074126.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/282/095/GCF_018282095.1_ASM1828209v1,GCF_018282095.1_ASM1828209v1,3018290.0,100.0,0.0
953561824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4259808,224116,['sea'],Pseudoalteromonas phenolica,3310,583681,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas phenolica,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 53246: 'Pseudoalteromonas', 131567: 'cellular organisms', 135622: 'Alteromonadales', 161398: 'Pseudoalteromonas phenolica', 267888: 'Pseudoalteromonadaceae'}",NZ_CP013187.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/405/GCF_001444405.1_ASM144440v1,GCF_001444405.1_ASM144440v1,3845520.0,99.66,1.01
836659984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3764476,224116,"['seawater', 'sea']",Pelagerythrobacter marensis,2690,350391,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Pelagerythrobacter,Pelagerythrobacter marensis,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 204457: 'Sphingomonadales', 335929: 'Erythrobacteraceae', 543877: 'Pelagerythrobacter marensis', 2800685: 'Pelagerythrobacter'}",NZ_CP011805.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/028/625/GCF_001028625.1_ASM102862v1,GCF_001028625.1_ASM102862v1,2885033.0,99.48,0.62
640632803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2721581,224116,['coast'],Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565,3132,142221,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter donghicola,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 60136: 'Sulfitobacter', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 421000: 'Sulfitobacter donghicola', 1300350: 'Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565', 2854170: 'Roseobacteraceae'}",NZ_JASF01000005.1,32,"['frr', 'rpsM', 'rplT', 'rplN', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/405/GCF_000622405.1_12864_draft,GCF_000622405.1_12864_draft,3276862.0,99.68,0.02
1024293534,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4903811,224116,['marine'],Rhodovulum sulfidophilum DSM 1374,3728,731801,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sulfidophilum,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 31989: 'Rhodobacteraceae', 34008: 'Rhodovulum', 35806: 'Rhodovulum sulfidophilum', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 1188256: 'Rhodovulum sulfidophilum DSM 1374'}",NZ_CP015418.1,32,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/165/GCF_001633165.1_ASM163316v1,GCF_001633165.1_ASM163316v1,4132586.0,99.29,0.91
1956237753,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,16812771,224116,"['sea', 'deep-sea']",Bacillus toyonensis,5073,9110801,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis,"{1: 'root', 2: 'Bacteria', 1239: 'Firmicutes', 1385: 'Bacillales', 1386: 'Bacillus', 86661: 'Bacillus cereus group', 91061: 'Bacilli', 131567: 'cellular organisms', 155322: 'Bacillus toyonensis', 186817: 'Bacillaceae', 1783272: 'Terrabacteria group'}",NZ_CP064875.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/605/985/GCF_016605985.1_ASM1660598v1,GCF_016605985.1_ASM1660598v1,5250895.0,99.21,0.21
1208974741,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7226765,224116,['sea'],Pseudomonas viridiflava,5281,1134491,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas viridiflava,"{1: 'root', 2: 'Bacteria', 286: 'Pseudomonas', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 33069: 'Pseudomonas viridiflava', 72274: 'Pseudomonadales', 131567: 'cellular organisms', 135621: 'Pseudomonadaceae', 136849: 'Pseudomonas syringae group'}",NZ_LT855380.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/184/295/GCF_900184295.1_Chr_1,GCF_900184295.1_Chr_1,6093513.0,99.68,0.32
1696718396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12092007,224116,['marine'],Labrenzia sp. PHM005,5486,3578531,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. PHM005,"{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 478070: 'Labrenzia', 2590016: 'Labrenzia sp. PHM005', 2648686: 'unclassified Labrenzia', 2821832: 'Stappiaceae'}",NZ_CP041191.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/517/275/GCF_006517275.1_ASM651727v1,GCF_006517275.1_ASM651727v1,6167349.0,100.0,0.32
1011642384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3785153,224116,"['seawater', 'sea']",Labrenzia sp. CP4,5343,656171,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. CP4,"{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 478070: 'Labrenzia', 1674922: 'Labrenzia sp. CP4', 2648686: 'unclassified Labrenzia', 2821832: 'Stappiaceae'}",NZ_CP011927.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/905/GCF_001579905.1_ASM157990v1,GCF_001579905.1_ASM157990v1,5952682.0,99.37,0.16
1853764649,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15103857,224116,['marine'],Methyloligella sp. GL2,2939,7279851,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloligella,Methyloligella sp. GL2,"{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 45401: 'Hyphomicrobiaceae', 131567: 'cellular organisms', 1485594: 'Methyloligella', 2625955: 'unclassified Methyloligella', 2742204: 'Methyloligella sp. GL2'}",NZ_CP054476.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/341/275/GCF_013341275.1_ASM1334127v1,GCF_013341275.1_ASM1334127v1,3230794.0,99.0,0.54
1672743529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11774873,224116,['tidal'],Luteithermobacter gelatinilyticus,2740,3198181,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Luteithermobacter,Luteithermobacter gelatinilyticus,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 2066490: 'Emcibacterales', 2066491: 'Emcibacteraceae', 2582913: 'Luteithermobacter gelatinilyticus', 2813803: 'Luteithermobacter'}",NZ_CP040517.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/849/285/GCF_005849285.1_ASM584928v1,GCF_005849285.1_ASM584928v1,3145891.0,99.94,0.87
1119689645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6054042,224116,"['seawater', 'sea']",Mesorhizobium oceanicum,4918,905161,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium oceanicum,"{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 68287: 'Mesorhizobium', 69277: 'Phyllobacteriaceae', 131567: 'cellular organisms', 1670800: 'Mesorhizobium oceanicum'}",NZ_CP018171.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1,GCF_001889605.1_ASM188960v1,5158483.0,99.59,1.15
2021955193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18435505,224116,"['seawater', 'sea']",Pseudoalteromonas viridis,3520,9730971,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas viridis,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 53246: 'Pseudoalteromonas', 131567: 'cellular organisms', 135622: 'Alteromonadales', 267888: 'Pseudoalteromonadaceae', 339617: 'Pseudoalteromonas viridis'}",NZ_CP072425.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/742/995/GCF_017742995.1_ASM1774299v1,GCF_017742995.1_ASM1774299v1,4248240.0,99.89,0.33
